Sample Material,ID,MFR,TML,Category,CVCM,Space Code,WVR,Material Usage,Cure
MMM TAPE 92 KAPTON/THERMOSET SILICONE ADH,GSFC2631,MMM,0.78,16,0.25,1,,TAPE,
MMM TAPE 924 TRANSFER FILM/FOIL SANDWICH,GSC19267,MMM,0.95,16,0.12,1,0.22,TRANSFER TAPE,
MMM TAPE 941 - ACRYLIC TRANSFER FILM/F,GSC30016,MMM,0.98,16,0.01,1,0.23,TRANSFER TAPE,
MMM TAPE 9460 PSA/F,GSC23928,MMM,0.94,16,0.03,1,0.2,TAPE,
MMM TAPE 96 KAPTON/SILICONE ADH/F,GSC18178,MMM,1.45,16,0.62,1,0.27,TAPE,
MMM TAPE 9702 TRANSFER FILM/FOIL SANDWICH,GSC17265,MMM,1.1,16,0.02,1,0.48,TRANSFER TAPE,
MMM TAPE 9703 ELEC COND TRANSFER FILM/FOIL SANDWICH,GSC18701,MMM,1.05,16,0.02,1,0.19,TRANSFER TAPE,
MMM TAPE 9703 ELEC COND TRANSFER FILM/FOIL SANDWICH,GSC19755,MMM,1.42,16,0.03,1,0.46,TRANSFER TAPE,
MMM TAPE 9703 ELEC COND TRANSFER FILM/FOIL SANDWICH,GSC21807,MMM,1.05,16,0.01,1,0.51,TRANSFER TAPE,
MMM TAPE ALUM/MYLAR/ALUM/ACRYLIC ADH/R (Y-9360),GSFC0603,MMM,0.79,99,0.06,1,,TAPE,
MMM TAPE ALUM/MYLAR/ALUM/ACRYLIC ADH/S (Y-9360),GSFC0600,MMM,0.79,0,0.03,1,,TAPE,
MMM TAPE ALUM/MYLAR/ALUM/PRIM/ACRYLIC ADH/R (Y-9360),GSFC0609,MMM,0.88,0,0.03,1,,TAPE,
MMM TAPE ALUM/MYLAR/PRIMER/ACRYLIC ADH/S (Y-9360),GSFC0606,MMM,0.83,0,0.04,1,,TAPE,
MMM TAPE BINDER 551-1/2-1600IR,GSFC0716,MMM,1.99,0,0.06,1,,TAPE BINDER,
MMM TAPE F-9415PC/ACRYLIC ADH/FOIL SANDWICH,GSC25444,MMM,0.62,16,0.03,1,0.27,TAPE,
MMM TAPE NPE-3050/9460 PSA/F,GSC23925,MMM,0.97,16,0.02,1,0.17,TAPE,
MMM TAPE NPE-3050/F,GSC23931,MMM,0.75,16,0.1,1,0.16,TAPE,
MMM TAPE RECLOSABLE FASTENER NPE-3050/9460 PSA/F,GSC22621,MMM,0.93,16,0.02,1,0.18,FASTENER TAPE,
MMM TAPE RECLOSABLE FASTENER/HOT MELT PSA/F,GSC22618,MMM,4.26,16,2,1,0.12,FASTENER TAPE,
MMM TAPE SJ3101 NON-TACKY ADH HOT MELT PSA/F,GSC23880,MMM,1.12,17,0.02,1,0.22,TAPE,
MMM TAPE SJ3101 NON-TACKY ADH HOT MELT PSA/F,GSC23988,MMM,1.36,16,0.01,1,0.22,TAPE,
MMM TAPE SJ3101 NON-TACKY ADH SOLVENT PSA STD/F,GSC23877,MMM,5.1,17,1.85,1,0.11,TAPE,
MMM TAPE SJ3101 NON-TACKY ADH SOLVENT PSA/F,GSC24024,MMM,5.01,16,1.8,1,0.11,TAPE,
MMM TAPE SJ3101/SJ3102/F,GSC23937,MMM,3.91,16,1.29,1,0.12,TAPE,
MMM TAPE SJ3102 POLYPROPYLENE FILM PSA/F,GSC23934,MMM,0.91,16,0.11,1,0.16,TAPE,
MMM TAPE VHB 4930 FOAM TRANSFER TAPE WHITE/F,GSC20977,MMM,0.77,16,0.01,1,0.21,TRANSFER TAPE,
MMM TAPE VHB 4932 ACRYLIC FOAM/2 SIDE SYN ADHESIVE/F,GSC19831,MMM,2.41,16,0.66,1,0.23,TAPE MOUNT,
MMM TAPE VHB 4945 ACRYLIC FOAM/2 SIDE ACRYLIC ADH/F,GSC13302,MMM,1.24,16,0.01,1,0.19,2 SIDED TAPE,
MMM TAPE VHB F9469PC TWO SIDED ACRYLIC,GSC25927,MMM,0.42,16,0.01,1,0.11,TAPE,
MMM TAPE X-1140 THERMOSET RUBBER ADH FILM/R,GSFC3117,MMM,6.14,1,2.13,1,,2 SIDED TAPE,3H
MMM TAPE X-1157 POLYESTER FIBER/THERMOSET RUBBER/R,GSFC3339,MMM,6.26,16,2.5,1,,TAPE,6H
MMM TAPE X-1170 ALUM FOIL/COND ACRYLIC ADH/F,GSFC7784,MMM,0.51,16,0.27,1,0.04,TAPE,
MMM TAPE X-1170 ALUM FOIL/COND ACRYLIC ADH/F,GSFC8897,MMM,0.55,16,0.24,1,0.04,TAPE,
MMM TAPE X-1170 ALUM FOIL/COND ACRYLIC ADH/FOIL COMP,GSFC4542,MMM,0.55,0,0.27,1,,TAPE,24H
MMM TAPE X-1170 ALUM FOIL/COND ACRYLIC ADH/R,GSFC2959,MMM,0.77,0,0.24,1,,TAPE,
MMM TAPE X-1173 KAPTON/THERMOSET SILICONE ADH/R,GSFC0491,MMM,2.15,0,0.58,1,,TAPE,
MMM TAPE X-1173 KAPTON/THERMOSET SILICONE ADH/S,GSFC0484,MMM,3.04,0,1.39,1,,TAPE,
MMM TAPE X-1179 SHRINKABLE POLYESTER/ACRYLIC ADH,GSFC22PN,MMM,6.74,0,1.6,1,,TAPE,
MMM TAPE X-1179 SHRINKABLE POLYESTER/ACRYLIC ADH,GSFC29PN,MMM,1.8,0,0,1,,TAPE,
MMM TAPE X-1179 SHRINKABLE POLYESTER/ACRYLIC ADH,GSFC30PN,MMM,0.46,0,0,1,,TAPE,24H
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/F (ECC4868P),GSFC7814,MMM,0.31,16,0.04,1,0.02,TAPE,
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/R,GSFC1912,MMM,0.15,0,0.03,1,,TAPE,24H
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/R LOT 111,GSFC1552,MMM,0.79,0,0.17,1,,TAPE,
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/R LOT 112,GSFC1555,MMM,0.7,0,0.21,1,,TAPE,
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/R LOT 113,GSFC1558,MMM,0.68,0,0.26,1,,TAPE,
MMM TAPE X-1181 COPPER FOIL/ACRYLIC ADH/R LOT 114,GSFC1561,MMM,0.72,0,0.21,1,,TAPE,
MMM TAPE X-1181 COPPER FOIL/COND ADH/R,GSFC1333,MMM,0.83,0,0.26,1,,TAPE,
MMM TAPE X-1205 KAPTON/ACRYLIC ADH/F,GSFC5262,MMM,0.38,16,0.02,1,,TAPE,1H
MMM TAPE X-1205 KAPTON/ACRYLIC ADH/R,GSFC1738,MMM,1.9,16,0.35,1,,TAPE,
MMM TAPE X-1237 NYLON PAPER/ACRYLIC ADH/R,GSFC0518,MMM,2.16,16,0.05,1,,TAPE,
MMM TAPE X-1237 NYLON PAPER/ACRYLIC ADH/S,GSFC0515,MMM,2.02,0,0.04,1,,TAPE,
MMM TAPE X-1242 POLYESTER/THERMOSET RUBBER ADH/R,GSFC3918,MMM,1.19,16,0.42,1,,TAPE,3H
MMM TAPE X-1244 MYLAR/THERMOSET ACRYLIC ADH/R,GSFC1564,MMM,2.96,16,1.04,1,,TAPE,10M
MMM TAPE X-1245 COPPER FOIL/COND ACRYLIC ADH/R,GSFC2074,MMM,0.19,0,0.11,1,,TAPE,
MMM TAPE X-1245 COPPER FOIL/COND ACRYLIC ADH/S,GSFC2005,MMM,0.55,0,0.3,1,,TAPE,
MMM TAPE X-1255 KAPTON/THERMOSET ACRYLIC ADH/2 SID/F,GSFC5079,MMM,1,1,0,1,,2 SIDED TAPE,
MMM TAPE X-1255 KAPTON/THERMOSET ACRYLIC ADH/2 SIDE,GSFC1828,MMM,0.93,1,0.07,1,,2 SIDED TAPE,30M
MMM TAPE X-1267 EMBOSS AL/ACRYL ADH/F BAKE ON SCREEN,GSC10062,MMM,0.58,16,0.25,1,0.03,TAPE,16H
MMM TAPE X-1267 EMBOSS AL/ACRYL ADH/F BAKE ON SCREEN,GSFC7871,MMM,0.2,16,0.05,1,0.03,TAPE,16H
MMM TAPE X-1267 EMBOSS AL/ACRYLIC ADH/F BAKE AS ROLL,GSFC7868,MMM,0.41,16,0.19,1,0.03,TAPE,16H
MMM TAPE X-1267 EMBOSSED ALUM/ACRYLIC ADH/F,GSC10059,MMM,0.54,16,0.23,1,0.04,TAPE,
MMM TAPE X-1267 EMBOSSED ALUM/ACRYLIC ADH/F,GSFC7787,MMM,0.53,16,0.26,1,0.03,TAPE,
MMM TAPE X-1267 EMBOSSED ALUM/ACRYLIC ADH/F CD3DOS86,GSFC7823,MMM,0.44,16,0.21,1,0.02,TAPE,
MMM TAPE X-1267 EMBOSSED ALUM/ACRYLIC ADH/R,GSFC3833,MMM,0.65,0,0.34,1,,TAPE,
MMM TAPE Y435 8 MIL ALUM/ACRYLIC ADH/F (ADH ONLY),GSC17343,MMM,3.66,16,1.76,1,0.1,TAPE,
MMM TAPE Y-582 TISSUE FILM/2 SIDED ADH/F (Y-9169),GSFC6575,MMM,1.42,16,0.41,1,0.18,2 SIDED TAPE,2H
MMM TAPE Y-6887 HEAT SHRINK TAPE - HEAT GUN SHRINK,GSC13323,MMM,4.15,16,1.22,1,0.02,SHRINKABLE TAPE,
MMM TAPE Y-8437 ALUM/MYLAR/ACR ADH/F (FORMER Y-9360),GSFC8633,MMM,0.68,16,0.02,1,0.22,TAPE,
MMM TAPE Y-9040 2 MIL ALUM FOIL/SILICONE ADH/F (433),GSFC5305,MMM,0.47,16,0.21,1,,TAPE,
MMM TAPE Y-9040 ALUM FOIL/SILICONE ADH,GSFC0311,MMM,1.12,0,0.64,1,,TAPE,
MMM TAPE Y-9050 ALUM FOIL/GLASS CLOTH/SILICONE ADH/R,GSFC2775,MMM,0.91,16,0.38,1,,TAPE,
MMM TAPE Y-9133 GREEN POLYESTER FILM/SILICONE ADH/F,GSFC5248,MMM,0.75,16,0.34,1,,TAPE,
MMM TAPE Y-9184A GOLD LEAF/ACRYLIC ADH/R,GSFC1363,MMM,1.42,16,0.01,1,,TAPE,
MMM TAPE Y-9184S GOLD LEAF/SILICONE ADH/R,GSFC1360,MMM,2.24,16,0.41,1,,TAPE,
MMM TAPE Y-9224 TEFLON FEP/ACRYLIC ADH/R,GSFC3027,MMM,0.18,16,0.03,1,,TAPE,
MMM TAPE Y-9244 VELVET BLACK/VINYL FILM/ACRYL ADH/R,GSFC2446,MMM,6.76,0,0.84,1,,TAPE,
MMM TAPE Y-9244 VELVET BLACK/VINYL FILM/ACRYL ADH/S,GSFC2402,MMM,1.66,0,0.16,1,,TAPE,27H
MMM TAPE Y-9339 ALUM FOIL/ACRYLIC ADH/R TYPE 2-2UAL,GSFC1378,MMM,0.8,16,0.02,1,,TAPE,
MMM TAPE Y-9339 ALUM FOIL/ACRYLIC ADH/R TYPE 3-3UAL,GSFC1381,MMM,0.2,16,0,1,,TAPE,
MMM TAPE Y-9360 ALUM/MYLAR/ACRYLIC ADH/R,GSFC1453,MMM,0.54,16,0.01,1,,TAPE,
MMM TAPE Y-9460 ISOTAC ACRYLIC TRANSFER FILM 2 MIL/F,GSC21801,MMM,1.07,16,0.04,1,0.24,TRANSFER TAPE,
MMM TAPE Y-9460 ISOTAC ACRYLIC TRANSFER FILM 2 MIL/F,GSFC9470,MMM,0.85,16,0,1,0.17,TRANSFER TAPE,
MMM TAPE Y-9469 ISOTAC ACRYLIC TRANSFER FILM 5 MIL/F,GSC12364,RCA,1.06,16,0.02,1,0.17,TRANSFER TAPE,
MMM TAPE Y-9469 ISOTAC ACRYLIC TRANSFER FILM 5 MIL/F,GSFC9473,MMM,1.14,16,0,1,0.14,TRANSFER TAPE,
MMM TAPE Y-9469 ISOTAC ACRYLIC TRANSFER FILM 5 MIL/F,GSFC9503,MMM,1.29,16,0.02,1,0.18,TRANSFER TAPE,
MMM TAPE Y-9473 ISOTAC ACRYLIC TRANSF FILM 10 MIL/F,GSC12204,MMM,1.23,16,0.01,1,0.13,TRANSFER TAPE,
MMM TAPE Y-9567 (467NBA) TRANSFER FILM ACR/F SNDWCH,GSC13377,MMM,1.27,16,0.03,1,0.16,TRANSFER TAPE,
MMM TAPE Y-966 BACKING PAPER ONLY,GSC10484,MMM,4.97,0,0.02,1,4.04,TAPE LINER,
MMM TAPE Y-966 TRANSFER FILM ACRYLIC/FOIL SANDWICH,GSC12367,RCA,0.93,0,0.01,1,0.19,TRANSFER TAPE,
MMM TAPE Y-966 TRANSFER FILM ACRYLIC/FOIL SANDWICH,GSC19619,MMM,0.59,16,0.04,1,0.23,TRANSFER TAPE,
MMM TAPE Y-966 TRANSFER FILM ACRYLIC/FOIL SANDWICH,GSFC7604,MMM,1.02,16,0.01,1,0.19,TRANSFER TAPE,
MMM TAPE Y-967 TRANSFER FILM ACRYLIC/FOIL SANDWICH,GSC11051,MMM,0.81,16,0.01,1,0.16,TRANSFER TAPE,
MMM TAPE YR-364 EXPERIMENTAL ALUM GLASS CLOTH/F,GSC11744,MMM,1.44,16,0.81,1,0.06,TAPE,
MMM-468MP LAMINATING ACRYLIC ADHESIVE FOIL SANDWICH,GSC25831,MMM,1.24,1,0,1,0.17,FILM ADHESIVE,
MMM-5303R Z AXIS ADHESIVE FILM,GSC26923,MMM,1.66,1,0.09,1,0.54,COND ADHESIVE,20S
MMM-9471LE LAMINATING ACRYLIC ADHESIVE FOIL SANDWICH,GSC25834,MMM,2.63,1,0.49,1,0.07,FILM ADHESIVE,
MMM-9965 LAMINATING ACRYLIC ADHESIVE FOIL SANDWICH,GSC25828,MMM,0.89,1,0.01,1,0.11,FILM ADHESIVE,
MMX11 EPOXY/MICROBALLOONS,GSC21271,MMA,1.76,14,0.01,1,0.78,POTTING,7D
MMX50 ONE PART RIGID SILICONE COATING CLEAR,GSC15358,RCA,1.6,3,0.01,1,0,COATING,24H
MO11616 POLYIMIDE/KEVLAR LAMINATE,GSC31456,DUN,2.7,10,0.05,1,2,MICROMETEROID SHIELD,
MO506 A/B AS 100/12.06 BW AQUA MODIFIED EPOXY,GSC18408,EPI,0.91,14,0,2,0.19,POTTING,4H
MO506 A/B AS 100/12.06 BW/CALCAFLUOR AQUA EPOXY,GSC18452,EPI,1.12,14,0,2,0.17,POTTING,4H
MO506-01 A/B AS 100/12.06 BW BROWN MODIFIED EPOXY,GSC18410,EPI,1.51,14,0.05,2,0.2,POTTING,4H
MO506-01 A/B AS 100/12.06 BW/CALCAFLUOR BROWN EPOXY,GSC18454,EPI,1.17,14,0,2,0.16,POTTING,4H
MOBIL 173 COATED VDALUMINIZED KAPTON,GSC12607,KST,0.85,3,0.02,1,0.38,THERMAL BLANKET,
MOBIL 173 COATED VDALUMINIZED KAPTON,GSC12610,KST,1.05,3,0.04,1,0.36,THERMAL BLANKET,24H
MOBIL GREASE 28,GSC25651,MCF,59.31,8,22.1,1,0.05,GREASE,
MODIFIED COMBAT BORON NITRIDE SOLID,GSC24003,CRB,0.08,2,0,1,0.01,CABLE INSULATION,
MOLD RELEASE 225/F,GSC20860,LIL,4.83,99,3.08,1,0.07,MOLD RELEASE,1H
NGAC TC907-07,GSC33163,NGA,0.6,1,0,2,0.12,ADHESIVE,24H
"MOLDED BLACK THERMOPLASTIC, LDPE, LOW DENSITY",GSC31711,GLN,0.52,12,0.11,1,0.04,MOLDING COUPOUND,
MOLSIV TYPE 13X ABSORBANT WHITE POWDER,GSC23335,FSH,1.08,5,0.07,1,20.74,ABSORBANT,
MOLYKOTE 321R AEROSOL FORM BURNISHED/F,GSC16070,DCC,3.66,8,0.12,1,0.53,DRY FILM LUBE,
MOLYKOTE 321R AEROSOL FORM/F,GSC16298,DCC,1.3,8,0,2,0.5,DRY FILM LUBE,4H
MOLYKOTE 321R DRY FILM LUBRICANT AEROSOL/F,GSC14656,DCC,1.54,8,0.02,1,0.26,LUBRICANT,7D
MOLYKOTE 321R LIQUID FORM 5M HEAT GUN EXPOSURE/F,GSC16295,DCC,3.62,8,0,1,1.99,DRY FILM LUBE,4H
MOLYKOTE 321R LIQUID FORM BURNISHED/F,GSC16067,DCC,4.22,8,0.02,1,0.97,DRY FILM LUBE,
MOLYKOTE FS-3452 FLUOROSILICONE GREASE,GSC20118,DCC,1.22,8,0.27,1,0.01,LUBRICANT,
MOLYKOTE G-N PASTE GRAY,GSC12724,DCC,51.76,8,4.82,1,0.37,LUBRICANT,
MOLYKOTE GREASE,GSFC6008,DCC,3.2,8,1.25,1,0.14,LUBRICANT,
MONOLITHIC GRAPHITE U-644 D-MG-7,GSC19589,HIM,0.03,99,0.01,1,0,STRUCTURAL,
MONSANTO 1835 POLYETHER-URETHANE FOAM,GSFC4508,MON,3.13,7,0.6,1,,FOAM,
MONSANTO 1835 POLYETHER-URETHANE FOAM,GSFC4510,MON,1.25,7,0.48,1,,FOAM,72H
MONSANTO 1835 POLYETHER-URETHANE FOAM,GSFC4730,MON,3.78,7,0.63,1,,FOAM,
MONSANTO 1835 POLYETHER-URETHANE FOAM ISOPROP WASH,GSFC4732,MON,0.29,7,0.08,2,,FOAM,1H
MONSANTO 1835 POLYETHER-URETHANE FOAM METOH WASH,GSFC4734,MON,0.27,7,0.04,2,,FOAM,30M
MONSANTO 1835 POLYETHER-URETHANE FOAM METOH WASH,GSFC4736,MON,0.42,7,0.13,2,,FOAM,30M
MONSANTO 3865-F POLYETHER-URETHANE FOAM,GSFC4512,MON,3.05,7,0.71,1,,FOAM,
MONSANTO 3865-F POLYETHER-URETHANE FOAM,GSFC4514,MON,0.94,7,0.19,1,,FOAM,72H
"MOOG O-RING, P/N 65654-009",GSC33358,MOG,0.02,15,0.01,1,0.01,O-RING,
MOOG PROPRIETARY ADHESIVE 222-2,GSC32920,MOG,0.18,1,0.01,1,0.12,ADHESIVE,
MOOG PROPRIETARY ADHESIVE ES-180,GSC32917,MOG,0.65,1,0.01,1,0.4,ADHESIVE,
MOORLASTIC ACRYLIC URETHANE SEALANT (465),GSC30514,BJM,9.81,13,2.34,1,0.57,SEALANT,
MOSITES 1028 BLACK FLUOREL SPONGE RUBBER,GSC10508,MOS,0.81,15,0.2,1,0.02,CUSHION,
MOSITES 1028 BLACK FLUOREL SPONGE RUBBER,GSC10511,MOS,0.3,15,0.08,1,0.03,CUSHION,96H
MOSITES 1028 SPONGE,GSFC6305,MOS,0.21,15,0,1,0.05,CUSHION,
MOSITES 1059 FLUOREL FLUOROCARBON ELASTOMER,GSFC4398,MOS,0.05,15,0,1,,ELASTOMER,
MOSITES 1071 FLUOREL FLUOROCARBON ELASTOMER,GSFC4396,MOS,0.64,15,0.35,1,,ELASTOMER,
MOSITES 1079K FLUOREL FLUOROCARBON ELASTOMER,GSFC4394,MOS,0.24,15,0.1,1,,ELASTOMER,
"MOUNTING DECAL PN GD2148955-001, FLEXCON",GSC32419,UID,0.51,11,0.01,1,0.24,DECAL WITH ADHESIVE,
MOX 604 SELF FUSIBLE SILICONE TAPE NO REINF,GSC13606,MOX,0.98,16,0.28,1,0.03,TAPE,
MOX SB01020 SELF FUSIBLE SILICONE TAPE FIBER REINF,GSC13603,MOX,0.52,16,0.19,1,0.01,TAPE,
MP 1485 CLEAR POLYURETHANE ROD,GSC20962,MOL,0.92,15,0.26,1,0.38,GASKET,24H
MP 1485 CLEAR POLYURETHANE ROD,GSC20965,MOL,0.92,15,0.25,1,0.37,GASKET,48H
MP 1485 POLYURETHANE FILM,GSFC2857,MOL,0.67,6,0.23,1,,FILM,
MP 1485 POLYURETHANE ROD AMBER,GSC20546,MOL,1.08,15,0.32,1,0.42,STRUCTURAL,
MP 1485 POLYURETHANE ROD CLEAR,GSC20543,MOL,0.98,15,0.27,1,0.39,STRUCTURAL,
MP 1885 POLYURETHANE FILM,GSC11381,STE,1.04,6,0.19,1,0.33,FILM,
MPA2 A/B/C AS 100/25/10 BW POLYURETHANE,GSFC2366,GEC,0.77,14,0.04,1,,POTTING,24H
MPC 12S A/B AS 15/1 BW,GSFC0014,GEC,2.5,0,0,2,,CONF COAT,4H
MPC 12S A/B AS 15/1 BW,GSFC0027,GEC,2.5,0,0,2,,ENCAPSULANT,16H
MPC 3 GREEN EPOXY MOLD CPND,GSC16022,BEN,0.42,12,0,2,0.15,MOLD CPND,30M
MPC 49 A/B AS 10/1 BW,GSFC0011,GEC,0.52,0,0,2,,CONF COAT,4H
MPC 49 A/B AS 10/1 BW,GSFC0024,GEC,0.39,0,0.01,2,,ENCAPSULENT,16H
MPC 4K BLUE EPOXY MOLDING CPND,GSC15986,BEN,0.23,12,0.01,2,0.09,MOLD CPND,14M
MPC 52 A/B AS 15/1 BW,GSFC33PN,GEC,0.17,0,0,2,,ADH-POTTING,4H
MPE 100-1 SILICONE,GSC11042,GEV,3.92,0,1.07,2,0,POTTING,20H
MPE 100-1 SILICONE,GSC11180,GEV,3.53,0,0.88,2,0,POTTING,40H
MPE 100-2 SILICONE,GSC11045,GEV,1.75,0,0.75,2,0,POTTING,20H
MPE 100-3 SILICONE,GSC11048,GEV,1.15,0,0.46,2,0.01,POTTING,20H
MPE 100-4 SILICONE,GSC11183,GEV,0.48,0,0.14,2,0,POTTING,40H
MPE 100-5 SILICONE,GSC11186,GEV,0.34,0,0.06,2,0,POTTING,40H
MPP COATING -- A2,GSC30991,YMJ,3.77,3,0.02,1,0.32,COATING,
MS 125 WHITE COATING BASO4/PVA/KRYLON,GSC12478,GSC,0.7,13,0.1,1,0.01,OPTICAL PAINT,14D
MS 14104 SPHERICAL BEARING LINER,GSC18032,NHB,2.73,8,0.16,1,1.41,BEARING LUBE,
MS 14104 SPHERICAL BEARING LINER W/TCE WASH,GSC18102,NHB,2.12,8,0.01,1,1.7,BEARING LUBE,16H
MS 148.1 (C1217B) CLEAR LIQUID,GSC15564,MSI,3.24,8,2.12,1,0.42,DRY LUBRICANT,19D
MS 224 MH5 MOLD RELEASE ON FOIL,GSFC5975,MSI,0.37,99,0.08,1,0.01,MOLD RELEASE,
MS 2402 PRIMER/FOIL,GSFC5777,DCC,11.66,13,0.33,1,,PRIMER,24H
MS 2704 SILICONE ADH,GSFC3029,MUH,4.55,1,1.41,2,,ADHESIVE,30M
MS 74 WHITE COATING K2SI03/TI02/ZN0/AL203,GSFC2134,GSC,4.54,13,0,1,,PAINT,48H
MS 74 WHITE COATING K2SI03/TI02/ZNO/AL203,GSFC1984,GSC,6.27,13,0.03,1,,PAINT,24H
MS 74/MS 74-SILANE 6020 PRIMER/F,GSC22049,GSC,6.42,13,0.01,1,5.83,PAINT COMPOSITE,14D
MS 74/SILANE 6020 PRIMER COMPOSITE/F,GSC11609,GSC,4.36,13,0,1,2.92,PAINT COMPOSITE,7D
MS-122 FLUOROCARBON DRY LUBRICANT - AEROSOL,GSFC5653,MSI,13.19,8,6.76,1,,LUBRICANT,
MS-136 FLUOROCARBON MOLD RELEASE ON FOIL,GSFC9314,MSI,10.42,99,4.72,1,0.15,MOLD RELEASE,
MS-143H PTFE RELEASE AGENT - DRY LUBRICANT LIQUID (NOT SPRAY),GSC30136,MSI,10.64,8,5.09,1,0.01,LUBRICANT,
MS-20L08,GSFC0083,MOX,0.04,15,0,1,,ELASTOMER,
MS-30C02,GSFC0086,MOX,0.07,15,0.05,1,,ELASTOMER,
MS35489-143 SILICONE RUBBER GROMMET,GSC27475,MCO,3.43,15,1.2,1,0.24,GROMMET,2D
MS-460 AEROSOL SILICONE COATING/F,GSC17912,MSI,3.31,3,0.91,1,0,CONF COAT,24H
MS-465 AEROSOL ACRYLIC COATING/F,GSC17902,MSI,12.7,3,4.07,1,0.09,CONF COAT,24H
MS-470 AEROSOL URETHANE COATING/F,GSC17914,MSI,3.5,3,0.22,1,0.63,CONF COAT,24H
"MS4A-47B COMPRESSION MOLDED COMPOSITE, 1/2 FIBER, 0.06 IN",GSC27997,YLA,0.34,10,0,1,0.13,COMPOSITE,2H
MSA 101E GREEN PAINT OI 650/CHROMIC OXIDE,GSFC3331,GSC,1.04,13,0.47,1,,PAINT,6H
MSA 101E GREEN PAINT OI 650/CHROMIC OXIDE,GSFC3469,GSC,0.11,13,0,1,,PAINT,6H
MSA 102 BLACK PAINT CARBON BLACK,GSFC3499,GSC,0.95,13,0.35,1,,PAINT,6H
MSA 103 BLACK PAINT OI 650/CARBON BLACK,GSFC3337,GSC,10.9,13,5.94,1,,PAINT,6H
MSA 5 BLACK COATING,GSFC2023,GSC,3.14,13,0.02,1,,PAINT,3D
MSA 5 BLACK COATING,GSFC2077,GSC,3.5,0,0.02,1,,PAINT,
MSA 5 BLACK COATING,GSFC2137,GSC,2.24,13,0.04,1,,PAINT,48H
MSA 82 WHITE PAINT OI 650/NA TREATED ZNO,GSFC3497,GSC,0.67,13,0.22,1,,PAINT,6H
MSA 82 WHITE PAINT OI 650/ZINC OXIDE,GSFC3335,GSC,1.4,13,0.58,1,,PAINT,6H
MSA 90 WHITE PAINT OI 650/POTASSIUM TREATED ZNO,GSFC3467,GSC,0.58,13,0.06,1,,PAINT,6H
MSA 90 WHITE PAINT OI 650/ZINC OXIDE,GSFC3333,GSC,1.78,13,0.56,1,,PAINT,6H
MSA 94B BLACK PAINT,GSFC8906,GSC,3.66,13,0,2,3.59,PAINT,16H
"MSA 94B BLACK PAINT, BATCH #1117705PT",GSC29647,SWL,4.73,13,0,1,3.91,CONDUCTIVE PAINT,
MSA 94B SILICATE PAINT,GSC31720,SWL,5.48,13,0,1,4.18,PAINT,
MSA 95E WHITE PAINT,GSFC3213,GSC,2.3,13,0.23,1,,PAINT,2H
MSA 96A GREEN PAINT,GSFC3127,GSC,2.75,13,0.95,1,,PAINT,2H
MSA-94B SILICATE PAINT BLACK,GSC25170,SAB,3.66,13,0,1,2.86,PAINT,14D
MSA-94B SILICATE PAINT BLACK,GSC25176,SAB,3.3,13,0,1,2.9,PAINT,14D
"MT FERRULE, P/N MTF-12MM7-02, 12 FIBER MULTIMODE",GSC29473,USC,0.3,99,0,1,0.09,FIBER OPTIC CONNECTOR,
MULTICLAD HF,GSC33085,ARL,0.16,10,0,1,0.08,CIRCUIT BOARD,
MULTIFILAR MAGNET WIRE PYRE ML B-4-30-28-0-5 CALC %,GSC12433,MWS,0.98,2,0.03,1,0.56,MAGNET WIRE,
MULTIFILAR PAIRED MAG WIRE CLASS 105 TYPE E2 CALC %,GSC19126,MWS,6.88,2,0.08,1,0.78,MAGNET WIRE,
MULTIMODE FIBER OPTIC CABLE,GSC32866,CTD,0.57,2,0.05,1,0.11,CABLE,
"MULTIMODE FIBER OPTIC CABLE, NLON JACKET (CLEAR)",GSC32989,PMR,0.88,99,0.05,1,0.47,FIBER OPTIC CABLE,
"MULTIMODE FIBER OPTIC CABLE, NUYLON JACKET (BLACK)",GSC33037,PMR,1.08,99,0.12,1,0.55,FIBER OPIC CABLE,
MYKROY/MYCALEX CERAMIC,GSC25492,MYC,0,99,0,1,0,CERAMIC,
MYLAR 100S,SRI 7913,DUP,0.22,0,0.12,1,,FILM/SHEET,
MYLAR 100T,SRI 7914,DUP,0.2,0,0.12,1,,FILM/SHEET,
MYLAR 500A,SRI 7912,DUP,0.24,0,0.06,1,,FILM/SHEET,
MYLAR 500J301 CLEAR FILM ANTI STAT COATING ONE SIDE,GSC21732,MMM,0.12,6,0.02,1,0.11,ANTI STATIC FILM,
MYLAR DRAFTING FILM # H0 605 2R,GSC25948,RPG,0.76,6,0.02,1,0.29,FILM,
MYLAR FILM 0.002 INCH WCHE TK CLEAR,GSC25699,DUP,0.18,16,0.01,1,0.14,ELECTRICAL FILM,
MYLAR FILM UV RESISTANT COATING,GSC20579,MPI,0.95,6,0.42,1,0.02,FILM,
"MYLAR FILM, WC/W00",GSC32290,DTJ,0.24,6,0,1,0.17,FILM,
MYLAR IMAGING FILM W/CIRCUITRY,GSFC6778,SCG,0.7,6,0.04,1,0.19,FILM,
